rushing_yards,two_point_conversions,activated,fumbles_lost,receiving_touchdowns,name,extra_points_made,targets,opponent,receiving_average,rushing_touchdowns,passing_rating,game_date,season_week,home_or_away,team,passing_attempts,passing_completions,receiving_long,passing_touchdowns,receiving_yards,fumbles,passing_completion_percentage,passing_yards,player_id,week,receptions,played,rushing_attempts,position_category,passing_interceptions,year,rushing_long,rushing_average,field_goals_made,position,passing_yards_line,over_passing_yards,passing_touchdowns_line,over_passing_touchdowns,passing_interceptions_line,over_passing_interceptions,passing_attempts_line,over_passing_attempts,passing_completions_line,over_passing_completions,rushing_yards_line,over_rushing_yards,rushing_touchdowns_line,over_rushing_touchdowns,rushing_attempts_line,over_rushing_attempts,rushing_long_line,over_rushing_long,receiving_yards_line,over_receiving_yards,receiving_touchdowns_line,over_receiving_touchdowns,receptions_line,over_receptions,targets_line,over_targets,receiving_long_line,over_receiving_long,fumbles_line,over_fumbles,fumbles_lost_line,over_fumbles_lost,two_point_conversions_line,over_two_point_conversions
0.0,0.0,1,0.0,0.1,Drake London,0,0.9,KC,1.2,0.0,0,2024-09-22T20:20:00,2024_week_3,HOME,ATL,0.0,0.0,1.4,0.0,21.5,0.0,0,0.0,23151,3,0.6,1,0.0,OFF,0.0,2024,0.0,0,0,WR,2.0,0,4.5,0,4.0,0,2.5,0,2.5,0,3.0,0,2.5,0,3.5,0,0.5,0,21.5,0,0.0,1,0.5,1,1.0,0,1.5,0,2.5,0,2.5,0,1.5,0
56.8,0.0,1,0.0,0.0,Josh Jacobs,0,7.4,MIN,8.4,0.0,0,2024-09-29T13:00:00,2024_week_4,HOME,GB,0.0,0.0,10.0,0.0,30.1,0.0,0,0.0,20824,4,5.0,1,10.0,OFF,0.0,2024,14.5,7.1,0,RB,1.5,0,3.0,0,4.0,0,4.0,0,3.5,0,60.0,0,3.5,0,11.0,0,14.0,1,30.0,1,1.5,0,5.0,0,7.0,1,10.5,0,3.0,0,1.5,0,4.5,0
103.5,0.0,1,0.0,0.0,Aaron Jones,0,6.2,GB,12.8,0.0,0,2024-09-29T13:00:00,2024_week_4,AWAY,MIN,0.0,0.0,15.6,0.0,51.2,0.0,0,0.0,19045,4,5.0,1,24.5,OFF,0.0,2024,18.9,5.2,0,RB,3.5,0,1.5,0,3.5,0,1.0,0,0.0,0,97.0,1,1.0,0,23.5,1,17.0,1,51.0,1,0.5,0,5.0,0,6.0,1,16.5,0,0.5,0,1.0,0,3.0,0
0.0,0.0,1,0.0,1.2,Justin Jefferson,0,9.9,GB,15.8,0.0,0,2024-09-29T13:00:00,2024_week_4,AWAY,MIN,0.0,0.0,30.1,0.0,94.6,0.0,0,0.0,21685,4,7.4,1,0.0,OFF,0.0,2024,0.0,0,0,WR,4.0,0,4.5,0,2.5,0,4.5,0,4.0,0,2.5,0,3.5,0,0.5,0,3.5,0,95.0,0,1.0,1,7.0,1,9.0,1,32.5,0,3.5,0,3.5,0,3.0,0
0.0,0.0,1,0.0,1.2,Ja'Marr Chase,0,7.4,CAR,31.5,0.0,0,2024-09-29T13:00:00,2024_week_4,AWAY,CIN,0.0,0.0,70.1,0.0,94.6,0.0,0,0.0,22564,4,3.7,1,0.0,OFF,0.0,2024,0.0,0,0,WR,4.5,0,2.5,0,1.5,0,0.0,0,4.5,0,4.0,0,1.0,0,2.5,0,0.5,0,101.5,0,1.0,1,3.5,1,8.0,0,75.5,0,3.5,0,2.0,0,2.0,0
7.4,0.0,1,0.0,0.0,Jordan Love,0,0.0,MIN,0,0.0,92.4,2024-09-29T13:00:00,2024_week_4,HOME,GB,60.1,35.6,0.0,5.0,0.0,0.0,66,433.0,21841,4,0.0,1,1.2,OFF,0.0,2024,7.4,7.4,0,QB,457.0,0,5.5,0,2.0,0,64.0,0,36.5,0,8.0,0,2.0,0,1.0,1,7.5,0,4.0,0,1.0,0,1.5,0,2.0,0,1.5,0,2.5,0,5.0,0,3.5,0
42.3,0.0,1,0.0,0.0,Geno Smith,0,0.0,DET,0,0.0,96.3,2024-09-30T20:15:00,2024_week_4,AWAY,SEA,62.3,42.3,0.0,1.2,0.0,0.0,75.6,439.6,14895,4,0.0,1,6.2,OFF,0.0,2024,13.4,9.4,0,QB,468.5,0,1.0,1,4.5,0,57.0,1,40.5,1,42.0,1,4.0,0,6.5,0,14.5,0,4.5,0,3.0,0,4.0,0,2.5,0,0.0,0,2.5,0,0.0,0,4.0,0
-1.1,0.0,1,1.2,0.0,Matthew Stafford,0,0.0,CHI,0,0.0,86.1,2024-09-29T13:00:00,2024_week_4,AWAY,LAR,32.3,22.3,0.0,0.0,0.0,1.2,76.8,249.3,9038,4,0.0,1,1.2,OFF,0.0,2024,0.0,-1.1,0,QB,238.5,1,3.5,0,3.0,0,35.0,0,21.5,1,2.5,0,3.0,0,1.5,0,2.0,0,3.0,0,3.5,0,4.5,0,0.5,0,3.0,0,1.0,1,1.0,1,2.0,0
0.0,0.0,1,0.0,1.2,Pat Freiermuth,0,8.7,IND,12.7,0.0,0,2024-09-29T13:00:00,2024_week_4,AWAY,PIT,0.0,0.0,32.3,0.0,63.4,0.0,0,0.0,22507,4,6.2,1,0.0,OFF,0.0,2024,0.0,0,0,TE,2.0,0,2.0,0,2.5,0,2.5,0,0.5,0,0.5,0,3.5,0,2.5,0,2.0,0,59.0,1,1.0,1,6.5,0,9.5,0,35.0,0,5.0,0,4.5,0,1.0,0
0.0,0.0,1,0.0,0.0,Justin Herbert,0,0.0,KC,0,0.0,101.8,2024-09-29T16:25:00,2024_week_4,HOME,LAC,30.1,17.8,0.0,1.2,0.0,1.2,66,199.2,21681,4,0.0,1,3.7,OFF,0.0,2024,2.5,0,0,QB,211.0,0,1.0,1,3.0,0,30.5,0,18.0,0,3.5,0,2.5,0,4.0,0,2.5,0,2.0,0,3.0,0,3.0,0,0.0,0,3.0,0,1.0,1,4.5,0,4.0,0
0.0,0.0,1,0.0,1.2,George Kittle,0,5.0,NE,12.5,0.0,0,2024-09-29T16:05:00,2024_week_4,HOME,SF,0.0,0.0,16.7,0.0,50.1,0.0,0,0.0,19063,4,5.0,1,0.0,OFF,0.0,2024,0.0,0,0,TE,2.0,0,4.0,0,1.5,0,1.5,0,2.5,0,1.5,0,4.0,0,4.5,0,3.0,0,52.0,0,1.5,0,4.5,1,5.0,0,17.5,0,1.5,0,2.0,0,0.5,0
11.1,0.0,1,0.0,0.0,Joe Burrow,0,0.0,CAR,0,0.0,111.8,2024-09-29T13:00:00,2024_week_4,AWAY,CIN,34.5,24.5,0.0,2.5,0.0,0.0,79,258.2,21693,4,0.0,1,1.2,OFF,0.0,2024,11.1,11.1,0,QB,238.0,1,2.5,0,3.0,0,34.5,0,26.0,0,11.5,0,2.5,0,1.0,1,11.0,1,4.0,0,4.5,0,1.0,0,4.5,0,5.0,0,4.0,0,1.0,0,3.0,0
13.4,0.0,1,0.0,0.0,Patrick Mahomes,0,0.0,LAC,0,0.0,99.1,2024-09-29T16:25:00,2024_week_4,AWAY,KC,32.3,21.1,0.0,1.2,0.0,0.0,72.9,272.7,18890,4,0.0,1,6.2,OFF,0.0,2024,14.5,3,0,QB,299.5,0,1.5,0,1.0,0,31.0,1,19.0,1,12.5,1,1.5,0,6.0,1,13.5,1,2.0,0,0.5,0,1.5,0,1.5,0,3.5,0,2.0,0,0.5,0,0.5,0
0.0,0.0,1,0.0,0.0,Zay Flowers,0,2.5,BUF,11.1,0.0,0,2024-09-29T20:20:00,2024_week_4,HOME,BAL,0.0,0.0,11.1,0.0,11.1,0.0,0,0.0,23120,4,1.2,1,0.0,OFF,0.0,2024,0.0,0,0,WR,4.5,0,0.0,0,2.0,0,2.0,0,0.0,0,0.0,0,2.0,0,3.5,0,1.0,0,11.0,1,1.5,0,1.0,1,2.5,0,10.5,1,3.5,0,1.0,0,0.0,0
97.9,0.0,1,0.0,0.0,Jonathan Taylor,0,5.0,PIT,8.3,1.2,0,2024-09-29T13:00:00,2024_week_4,HOME,IND,0.0,0.0,11.1,0.0,22.3,0.0,0,0.0,21682,4,3.7,1,23.4,OFF,0.0,2024,23.4,5.2,0,RB,0.5,0,4.5,0,4.0,0,4.0,0,1.5,0,105.0,0,1.0,1,22.0,1,21.5,1,20.5,1,3.5,0,3.5,1,5.5,0,10.5,1,4.0,0,1.5,0,3.5,0
0.0,0.0,1,0.0,0.0,Chris Olave,0,11.1,ATL,12.1,0.0,0,2024-09-29T13:00:00,2024_week_4,AWAY,NO,0.0,0.0,20.0,0.0,96.8,0.0,0,0.0,22565,4,9.9,1,0.0,OFF,0.0,2024,0.0,0,0,WR,2.5,0,4.5,0,4.0,0,2.5,0,0.5,0,3.0,0,5.0,0,4.0,0,2.5,0,99.0,0,3.0,0,10.5,0,12.0,0,21.0,0,1.5,0,4.0,0,3.5,0
0.0,0.0,1,0.0,0.0,Keenan Allen,0,3.7,LAR,7.8,0.0,0,2024-09-29T13:00:00,2024_week_4,HOME,CHI,0.0,0.0,9.9,0.0,21.1,0.0,0,0.0,15076,4,3.7,1,0.0,OFF,0.0,2024,0.0,0,0,WR,2.5,0,4.5,0,2.5,0,3.5,0,4.5,0,2.0,0,2.5,0,1.0,0,2.0,0,23.0,0,2.0,0,3.5,1,3.5,1,10.0,0,4.0,0,4.0,0,0.5,0
103.5,0.0,1,0.0,0.0,D'Andre Swift,0,8.7,LAR,11.5,1.2,0,2024-09-29T13:00:00,2024_week_4,HOME,CHI,0.0,0.0,30.1,0.0,80.1,0.0,0,0.0,21684,4,8.7,1,17.8,OFF,0.0,2024,40.1,7.2,0,RB,1.0,0,2.5,0,5.0,0,2.0,0,5.0,0,103.0,1,1.0,1,18.0,0,37.5,1,88.0,0,1.5,0,8.5,1,9.0,0,30.5,0,3.0,0,3.0,0,4.0,0
221.5,0.0,1,0.0,1.2,Derrick Henry,0,3.7,BUF,4.1,1.2,0,2024-09-29T20:20:00,2024_week_4,HOME,BAL,0.0,0.0,6.2,0.0,11.1,1.2,0,0.0,17959,4,3.7,1,26.7,OFF,0.0,2024,96.8,10.3,0,RB,2.5,0,2.5,0,1.0,0,2.5,0,3.0,0,237.5,0,1.0,1,29.0,0,88.0,1,11.5,0,1.0,1,3.5,1,3.5,1,6.5,0,1.0,1,0.0,0,2.5,0
85.7,0.0,1,0.0,0.0,Alvin Kamara,0,10.0,ATL,7.4,1.2,0,2024-09-29T13:00:00,2024_week_4,AWAY,NO,0.0,0.0,12.2,0.0,46.7,0.0,0,0.0,18878,4,8.7,1,21.1,OFF,0.0,2024,16.7,5.1,0,RB,2.5,0,1.0,0,4.0,0,0.0,0,0.5,0,92.0,0,1.0,1,19.5,1,16.5,1,48.0,0,3.5,0,9.5,0,11.0,0,13.0,0,2.5,0,1.0,0,1.0,0
0.0,0.0,1,0.0,0.0,Sam LaPorta,0,5.0,SEA,14.7,0.0,0,2024-09-30T20:15:00,2024_week_4,HOME,DET,0.0,0.0,33.4,0.0,59.0,0.0,0,0.0,23141,4,5.0,1,0.0,OFF,0.0,2024,0.0,0,0,TE,2.5,0,1.0,0,2.5,0,0.5,0,4.0,0,1.5,0,2.0,0,1.0,0,1.5,0,62.0,0,0.0,0,5.0,0,5.5,0,31.0,1,1.0,0,1.5,0,5.0,0
9.9,0.0,1,0.0,1.2,CeeDee Lamb,0,9.9,NYG,15.6,0.0,0,2024-09-26T20:15:00,2024_week_4,AWAY,DAL,0.0,0.0,61.2,0.0,109.1,0.0,0,0.0,21679,4,8.7,1,3.7,OFF,0.0,2024,11.1,3.3,0,WR,1.0,0,3.5,0,4.0,0,1.0,0,0.5,0,9.0,1,2.5,0,4.0,0,10.5,1,116.5,0,1.5,0,8.5,1,10.5,0,59.5,1,3.0,0,2.0,0,2.5,0
0.0,0.0,1,0.0,0.0,Kirk Cousins,0,0.0,NO,0,0.0,76.3,2024-09-29T13:00:00,2024_week_4,HOME,ATL,39.0,23.4,0.0,0.0,0.0,1.2,66.8,264.9,14252,4,0.0,1,0.0,OFF,0.0,2024,0.0,0,0,QB,264.0,1,2.5,0,1.5,0,40.5,0,25.0,0,4.0,0,2.0,0,2.0,0,4.5,0,3.5,0,5.0,0,4.5,0,2.0,0,0.5,0,1.5,0,3.0,0,4.5,0
6.2,0.0,1,0.0,0.0,Derek Carr,0,0.0,ATL,0,0.0,92.1,2024-09-29T13:00:00,2024_week_4,AWAY,NO,40.1,31.2,0.0,0.0,0.0,0.0,86.6,266.0,16311,4,0.0,1,3.7,OFF,0.0,2024,6.2,2.1,0,QB,282.5,0,1.5,0,2.5,0,44.0,0,32.0,0,6.5,0,4.5,0,3.5,1,5.5,1,1.5,0,2.0,0,1.0,0,1.0,0,1.5,0,2.5,0,2.0,0,3.5,0
86.8,0.0,1,0.0,0.0,Jahmyr Gibbs,0,0.0,SEA,0,2.5,0,2024-09-30T20:15:00,2024_week_4,HOME,DET,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,23200,4,0.0,1,15.6,OFF,0.0,2024,22.3,6.9,0,RB,1.5,0,0.5,0,1.5,0,2.0,0,3.5,0,90.0,0,2.5,0,16.0,0,24.0,0,1.5,0,4.5,0,2.5,0,1.0,0,1.0,0,3.0,0,2.0,0,0.5,0
0.0,0.0,1,0.0,1.2,DJ Moore,0,7.4,LAR,9,0.0,0,2024-09-29T13:00:00,2024_week_4,HOME,CHI,0.0,0.0,10.0,0.0,24.5,0.0,0,0.0,19844,4,3.7,1,0.0,OFF,0.0,2024,0.0,0,0,WR,2.5,0,0.5,0,4.0,0,2.5,0,5.0,0,4.5,0,1.5,0,5.0,0,3.0,0,22.5,1,1.0,1,4.0,0,7.5,0,10.0,0,1.0,0,5.0,0,0.5,0
-1.1,0.0,1,0.0,0.0,Dak Prescott,0,0.0,NYG,0,0.0,139.6,2024-09-26T20:15:00,2024_week_4,AWAY,DAL,30.1,24.5,0.0,2.5,0.0,0.0,90.7,246.0,18055,4,0.0,1,2.5,OFF,0.0,2024,0.0,-0.6,0,QB,233.5,1,2.5,0,4.5,0,27.0,1,24.0,1,2.5,0,3.5,0,2.5,0,1.5,0,3.0,0,3.0,0,4.5,0,1.0,0,3.5,0,5.0,0,1.0,0,1.5,0
0.0,0.0,1,0.0,0.0,Amari Cooper,0,9.9,LV,10.9,0.0,0,2024-09-29T16:25:00,2024_week_4,AWAY,CLE,0.0,0.0,14.5,0.0,39.0,0.0,0,0.0,16765,4,5.0,1,0.0,OFF,0.0,2024,0.0,0,0,WR,1.5,0,3.0,0,0.5,0,5.0,0,2.5,0,3.0,0,1.0,0,2.5,0,4.0,0,39.5,0,5.0,0,5.0,0,9.5,1,14.0,1,2.0,0,4.0,0,3.0,0
28.9,0.0,1,0.0,0.0,Aaron Rodgers,0,0.0,DEN,0,0.0,80.2,2024-09-29T13:00:00,2024_week_4,HOME,NYJ,46.7,26.7,0.0,0.0,0.0,0.0,63.6,250.4,2593,4,0.0,1,6.2,OFF,0.0,2024,15.6,6.4,0,QB,265.0,0,1.0,0,1.0,0,44.0,1,26.5,1,28.0,1,0.5,0,6.0,1,16.0,0,3.5,0,2.5,0,3.5,0,3.0,0,1.5,0,0.0,0,3.0,0,0.5,0
0.0,0.0,1,0.0,0.0,Brandon Aiyuk,0,6.2,NE,26.7,0.0,0,2024-09-29T16:05:00,2024_week_4,HOME,SF,0.0,0.0,42.3,0.0,53.4,0.0,0,0.0,21747,4,2.5,1,0.0,OFF,0.0,2024,0.0,0,0,WR,0.5,0,3.0,0,0.5,0,2.0,0,0.5,0,4.0,0,3.5,0,4.0,0,4.0,0,57.0,0,0.5,0,2.5,0,6.5,0,39.5,1,4.0,0,4.0,0,0.5,0
61.2,0.0,1,1.2,0.0,Justin Fields,0,0.0,IND,0,2.5,115.8,2024-09-29T13:00:00,2024_week_4,AWAY,PIT,37.8,24.5,0.0,1.2,0.0,2.5,72,347.3,22492,4,0.0,1,11.1,OFF,0.0,2024,13.4,6.8,0,QB,315.0,1,1.0,1,1.0,0,38.0,0,22.5,1,57.5,1,2.5,0,12.0,0,13.5,0,1.0,0,0.5,0,2.5,0,3.5,0,3.5,0,2.5,0,1.0,1,1.0,0
60.1,0.0,1,1.2,0.0,Lamar Jackson,0,0.0,BUF,0,1.2,150.7,2024-09-29T20:20:00,2024_week_4,HOME,BAL,20.0,14.5,0.0,2.5,0.0,1.2,80.4,173.6,19781,4,0.0,1,7.4,OFF,0.0,2024,21.1,10,0,QB,157.5,1,2.5,0,5.0,0,18.5,1,15.0,0,55.0,1,1.5,0,7.0,1,19.5,1,0.5,0,3.5,0,0.5,0,1.0,0,0.0,0,1.0,1,1.0,1,2.0,0
12.2,0.0,1,0.0,0.0,Brock Purdy,0,0.0,NE,0,0.0,99.9,2024-09-29T16:05:00,2024_week_4,HOME,SF,30.1,16.7,0.0,1.2,0.0,2.5,61.9,320.5,23241,4,0.0,1,6.2,OFF,0.0,2024,8.7,2.7,0,QB,336.5,0,1.5,0,4.5,0,32.0,0,17.0,0,12.0,1,0.5,0,6.5,0,8.5,1,4.0,0,3.5,0,2.5,0,1.5,0,2.0,0,2.5,0,1.5,0,4.0,0
31.2,0.0,1,0.0,0.0,Bijan Robinson,0,5.0,NO,12.8,0.0,0,2024-09-29T13:00:00,2024_week_4,HOME,ATL,0.0,0.0,28.9,0.0,51.2,0.0,0,0.0,23189,4,5.0,1,8.7,OFF,0.0,2024,10.0,5,0,RB,5.0,0,4.5,0,3.5,0,1.5,0,2.5,0,32.0,0,4.0,0,8.5,1,11.0,0,53.0,0,3.0,0,5.0,0,5.0,0,26.5,1,4.0,0,4.5,0,2.5,0
7.4,0.0,1,0.0,0.0,Stefon Diggs,0,10.0,JAX,15.4,1.2,0,2024-09-29T13:00:00,2024_week_4,HOME,HOU,0.0,0.0,31.2,0.0,76.8,0.0,0,0.0,16906,4,6.2,1,1.2,OFF,0.0,2024,7.4,7.4,0,WR,4.5,0,0.5,0,2.5,0,2.0,0,1.5,0,8.0,0,1.0,1,1.5,0,8.0,0,79.5,0,0.5,0,7.0,0,10.5,0,33.5,0,4.0,0,4.0,0,1.5,0
47.9,0.0,1,1.2,0.0,Rhamondre Stevenson,0,6.2,SF,5.9,0.0,0,2024-09-29T16:05:00,2024_week_4,AWAY,NE,0.0,0.0,9.9,0.0,21.1,1.2,0,0.0,22546,4,5.0,1,14.5,OFF,0.0,2024,14.5,4.1,0,RB,4.5,0,2.5,0,2.5,0,0.5,0,2.0,0,46.5,1,2.0,0,13.5,1,15.0,0,23.0,0,5.0,0,4.5,1,6.5,0,9.0,1,1.0,1,1.0,1,4.0,0
5.0,0.0,1,0.0,0.0,Breece Hall,0,6.2,DEN,8.7,0.0,0,2024-09-29T13:00:00,2024_week_4,HOME,NYJ,0.0,0.0,10.0,0.0,15.6,0.0,0,0.0,22526,4,2.5,1,11.1,OFF,0.0,2024,3.7,0.5,0,RB,5.0,0,2.5,0,2.0,0,4.5,0,5.0,0,5.0,0,4.0,0,10.0,1,3.5,1,14.5,1,1.5,0,2.5,0,6.0,1,10.0,0,2.0,0,0.0,0,1.5,0
0.0,0.0,1,0.0,1.2,Christian Kirk,0,13.4,HOU,10.8,0.0,0,2024-09-29T13:00:00,2024_week_4,AWAY,JAX,0.0,0.0,22.3,0.0,67.9,0.0,0,0.0,19815,4,8.7,1,0.0,OFF,0.0,2024,0.0,0,0,WR,4.5,0,1.0,0,0.0,0,1.0,0,5.0,0,4.0,0,1.5,0,0.5,0,2.5,0,73.5,0,1.5,0,9.0,0,13.0,1,21.0,1,0.0,0,1.0,0,3.5,0
0.0,0.0,1,0.0,0.0,Tee Higgins,0,11.1,CAR,11.1,0.0,0,2024-09-29T13:00:00,2024_week_4,AWAY,CIN,0.0,0.0,13.4,0.0,66.8,0.0,0,0.0,21690,4,7.4,1,0.0,OFF,0.0,2024,0.0,0,0,WR,2.0,0,4.5,0,1.5,0,4.5,0,4.0,0,1.5,0,2.0,0,4.5,0,0.0,0,67.5,0,4.5,0,7.0,1,11.5,0,12.0,1,3.5,0,2.0,0,5.0,0
23.4,0.0,1,1.2,0.0,Josh Allen,0,0.0,BAL,0,0.0,82.3,2024-09-29T20:20:00,2024_week_4,AWAY,BUF,32.3,17.8,0.0,0.0,0.0,1.2,61.4,200.3,19801,4,0.0,1,6.2,OFF,0.0,2024,9.9,5.2,0,QB,212.0,0,4.0,0,3.5,0,34.5,0,16.5,1,25.0,0,1.5,0,6.0,1,9.5,1,4.0,0,3.5,0,4.0,0,0.5,0,2.5,0,1.5,0,1.0,1,3.0,0
0.0,0.0,1,0.0,0.0,Michael Pittman Jr.,0,10.0,PIT,20.9,0.0,0,2024-09-29T13:00:00,2024_week_4,HOME,IND,0.0,0.0,35.6,0.0,125.8,0.0,0,0.0,21744,4,7.4,1,0.0,OFF,0.0,2024,0.0,0,0,WR,3.5,0,3.0,0,0.5,0,3.5,0,3.5,0,2.0,0,0.5,0,5.0,0,4.0,0,120.0,1,2.5,0,7.5,0,10.0,0,34.0,1,2.5,0,0.5,0,4.0,0
18.9,0.0,1,0.0,0.0,C.J. Stroud,0,0.0,JAX,0,0.0,123.5,2024-09-29T13:00:00,2024_week_4,HOME,HOU,44.5,30.1,0.0,2.5,0.0,0.0,75.1,384.0,23239,4,0.0,1,3.7,OFF,0.0,2024,12.2,7.1,0,QB,388.5,0,2.5,0,1.5,0,47.0,0,31.0,0,18.5,1,4.5,0,3.5,1,12.5,0,3.5,0,0.5,0,3.5,0,1.5,0,3.5,0,4.5,0,4.0,0,2.0,0
0.0,0.0,1,1.2,0.0,DK Metcalf,0,13.4,DET,16.6,0.0,0,2024-09-30T20:15:00,2024_week_4,AWAY,SEA,0.0,0.0,32.3,0.0,115.8,1.2,0,0.0,20875,4,8.7,1,0.0,OFF,0.0,2024,0.0,0,0,WR,4.0,0,2.5,0,4.0,0,2.0,0,2.5,0,1.0,0,2.5,0,3.0,0,3.0,0,118.0,0,1.5,0,9.5,0,14.0,0,29.0,1,1.5,0,1.0,1,4.0,0
0.0,0.0,1,0.0,0.0,Travis Kelce,0,10.0,LAC,14.1,0.0,0,2024-09-29T16:25:00,2024_week_4,AWAY,KC,0.0,0.0,42.3,0.0,99.1,0.0,0,0.0,15048,4,8.7,1,0.0,OFF,0.0,2024,0.0,0,0,TE,3.5,0,2.0,0,1.5,0,3.0,0,1.5,0,2.5,0,2.0,0,2.5,0,0.5,0,89.5,1,1.0,0,9.5,0,10.0,0,43.5,0,4.5,0,5.0,0,1.5,0
0.0,0.0,1,0.0,0.0,Dalton Kincaid,0,8.7,BAL,10.5,0.0,0,2024-09-29T20:20:00,2024_week_4,AWAY,BUF,0.0,0.0,27.8,0.0,52.3,0.0,0,0.0,24102,4,6.2,1,0.0,OFF,0.0,2024,0.0,0,0,TE,2.5,0,5.0,0,4.5,0,2.0,0,2.0,0,2.5,0,3.5,0,4.5,0,3.5,0,57.5,0,3.5,0,6.0,1,8.0,1,30.0,0,1.5,0,0.0,0,3.5,0
0.0,0.0,1,0.0,1.2,Mike Evans,0,15.6,PHI,13.1,0.0,0,2024-09-29T13:00:00,2024_week_4,HOME,TB,0.0,0.0,23.4,0.0,104.6,0.0,0,0.0,16597,4,9.9,1,0.0,OFF,0.0,2024,0.0,0,0,WR,3.5,0,3.5,0,4.0,0,1.5,0,4.5,0,2.0,0,1.0,0,4.0,0,4.5,0,110.5,0,1.0,1,10.0,0,15.5,1,22.0,1,4.5,0,1.0,0,4.5,0
35.6,0.0,1,0.0,0.0,Deshaun Watson,0,0.0,LV,0,0.0,94.5,2024-09-29T16:25:00,2024_week_4,AWAY,CLE,35.6,26.7,0.0,1.2,0.0,1.2,83.5,195.9,18857,4,0.0,1,9.9,OFF,0.0,2024,9.9,5,0,QB,177.0,1,1.5,0,2.0,0,33.0,1,29.5,0,33.5,1,3.5,0,10.0,0,10.5,0,5.0,0,3.5,0,2.0,0,0.5,0,0.5,0,1.5,0,4.5,0,2.5,0
6.2,0.0,1,0.0,0.0,Trevor Lawrence,0,0.0,HOU,0,0.0,99.1,2024-09-29T13:00:00,2024_week_4,AWAY,JAX,36.7,20.0,0.0,2.5,-5.6,1.2,60.7,188.1,22490,4,0.0,1,3.7,OFF,0.0,2024,7.4,2.1,0,QB,199.0,0,2.5,0,1.5,0,36.0,1,19.0,1,6.0,1,0.0,0,4.0,0,7.0,1,3.5,0,4.0,0,2.5,0,4.5,0,0.5,0,1.0,1,0.5,0,2.0,0
0.0,0.0,1,0.0,0.0,Jaylen Waddle,0,7.4,TEN,10,0.0,0,2024-09-30T19:30:00,2024_week_4,HOME,MIA,0.0,0.0,20.0,0.0,40.1,0.0,0,0.0,22598,4,5.0,1,0.0,OFF,0.0,2024,0.0,0,0,WR,2.5,0,4.5,0,0.5,0,3.0,0,2.5,0,2.0,0,1.5,0,4.0,0,1.5,0,38.0,1,0.5,0,5.0,0,7.5,0,18.0,1,2.0,0,0.5,0,0.5,0
0.0,0.0,1,0.0,1.2,Amon-Ra St. Brown,0,7.4,SEA,9.3,0.0,150.7,2024-09-30T20:15:00,2024_week_4,HOME,DET,1.2,1.2,18.9,1.2,50.1,0.0,111.3,8.7,22587,4,7.4,1,0.0,OFF,0.0,2024,0.0,0,0,WR,8.0,1,1.0,1,5.0,0,1.0,1,1.0,1,3.0,0,5.0,0,4.5,0,4.0,0,48.5,1,1.0,1,7.0,1,6.5,1,18.0,1,3.5,0,4.5,0,4.5,0
11.1,0.0,1,0.0,0.0,Calvin Ridley,0,3.7,MIA,6.2,0.0,0,2024-09-30T19:30:00,2024_week_4,AWAY,TEN,0.0,0.0,6.2,0.0,6.2,0.0,0,0.0,19802,4,1.2,1,1.2,OFF,0.0,2024,11.1,11.1,0,WR,1.0,0,0.5,0,1.0,0,0.5,0,2.5,0,12.0,0,1.5,0,1.0,1,11.0,1,6.0,1,3.5,0,1.0,1,3.5,1,6.5,0,2.5,0,1.0,0,2.5,0
93.5,0.0,1,0.0,0.0,Saquon Barkley,0,5.0,TB,17.8,0.0,0,2024-09-29T13:00:00,2024_week_4,AWAY,PHI,0.0,0.0,30.1,0.0,35.6,0.0,0,0.0,19766,4,2.5,1,11.1,OFF,0.0,2024,65.7,10.4,0,RB,4.5,0,1.5,0,1.0,0,4.5,0,4.5,0,101.5,0,3.0,0,10.5,1,68.5,0,36.5,0,4.0,0,2.5,0,5.5,0,28.5,1,4.5,0,1.0,0,4.0,0
21.1,0.0,1,0.0,0.0,Tyreek Hill,0,8.7,TEN,7.2,0.0,0,2024-09-30T19:30:00,2024_week_4,HOME,MIA,0.0,0.0,18.9,0.0,25.6,0.0,0,0.0,18082,4,5.0,1,3.7,OFF,0.0,2024,17.8,7.8,0,WR,1.0,0,2.5,0,0.5,0,2.0,0,2.5,0,21.5,0,2.0,0,4.0,0,18.0,0,25.5,1,2.5,0,4.5,1,8.5,1,20.5,0,1.5,0,2.5,0,2.5,0
43.4,0.0,1,0.0,0.0,James Cook,0,1.2,BAL,10,0.0,0,2024-09-29T20:20:00,2024_week_4,AWAY,BUF,0.0,0.0,10.0,0.0,10.0,0.0,0,0.0,23247,4,1.2,1,10.0,OFF,0.0,2024,9.9,5.3,0,RB,3.5,0,0.0,0,4.5,0,1.5,0,2.0,0,44.5,0,4.5,0,10.5,0,9.5,1,10.5,0,3.0,0,1.0,1,1.0,1,9.5,1,2.0,0,5.0,0,4.5,0
11.1,0.0,1,0.0,0.0,Baker Mayfield,0,0.0,PHI,0,1.2,111.5,2024-09-29T13:00:00,2024_week_4,HOME,TB,52.3,33.4,0.0,2.5,0.0,1.2,71,386.2,19790,4,0.0,1,5.0,OFF,0.0,2024,11.1,3.1,0,QB,402.0,0,2.5,0,3.0,0,50.5,1,36.5,0,10.5,1,1.0,1,5.5,0,11.0,1,3.0,0,4.5,0,1.5,0,1.0,0,2.5,0,1.5,0,4.5,0,4.0,0
